pincode,state,locality_name,area_type,year,population,total_crimes,crime_rate_per_100k,murder_cases,rape_cases,kidnapping_cases,robbery_cases,theft_cases,burglary_cases,fraud_cases,domestic_violence_cases,crimes_against_women,crimes_against_tourists,insurgency_incidents,flood_events,flood_affected_population,landslide_events,landslide_affected_population,earthquake_events,max_earthquake_magnitude,lightning_strikes,forest_fires,cyclone_events,road_accidents,road_fatalities,road_injuries,railway_accidents,aviation_incidents,emergency_response_time_minutes,annual_rainfall_mm,rainfall_variability_coefficient,max_temperature_celsius,min_temperature_celsius,extreme_weather_days,monsoon_onset_deviation_days,hospitals_per_100k,police_stations_per_100k,fire_stations_per_100k,mobile_network_coverage_percent,internet_connectivity_percent,road_connectivity_index,power_supply_reliability_percent,crime_score,natural_hazard_score,transport_safety_score,infrastructure_score,composite_safety_score,risk_category
797107,Nagaland,Wokha Old,Rural,2021,2708,1,36.93,0,0,0,0,0,0,1,0,0,0,0,3,410,5,79,5,5.4,8,0,0,0,0,0,0,0,75.9,3584.8,0.194,30.2,9.8,19,-12,23.3,8.6,5.8,88.2,25.8,52.3,34.1,95.38,22,95.0,35.28,67.26,Safe
797107,Nagaland,Wokha Old,Rural,2022,2734,0,0.0,0,0,0,0,0,0,0,0,0,0,3,7,620,3,123,0,0.0,14,2,0,1,0,1,0,0,62.5,3369.3,0.107,36.7,11.4,17,16,27.6,3.8,0.7,76.8,40.8,32.5,37.3,100.0,28,100.0,30.45,71.45,Safe
797107,Nagaland,Wokha Old,Rural,2023,2761,1,36.22,0,0,0,0,0,1,0,0,0,0,0,5,661,1,87,1,4.0,13,1,0,0,0,0,0,0,73.7,3356.5,0.188,33.0,18.1,17,-15,7.4,6.3,7.3,72.5,33.3,28.4,55.6,95.47,52,95.0,27.18,75.48,Safe
797107,Nagaland,Wokha Old,Rural,2024,2787,1,35.88,0,0,0,0,0,1,0,0,0,0,1,3,408,3,171,1,6.3,18,3,0,1,0,2,0,0,42.6,2679.6,0.196,37.0,16.4,20,-8,14.2,12.7,2.7,82.1,26.2,50.8,31.0,95.51,40,100.0,32.9,73.72,Safe
797120,Nagaland,Kohima Valley,Commercial Hub,2019,12611,10,79.3,0,2,0,2,2,2,2,1,5,0,3,1,1427,2,993,1,3.7,16,0,0,4,0,7,1,0,23.4,2271.1,0.265,31.1,10.8,20,-12,29.2,37.5,9.2,89.1,106.8,145.5,104.8,90.09,76,100.0,72.9,86.62,Very Safe
797120,Nagaland,Kohima Valley,Commercial Hub,2020,12737,10,78.51,1,1,0,0,5,3,0,1,5,0,2,1,3230,1,1230,0,0.0,12,0,0,6,0,4,2,0,32.0,3128.1,0.225,35.8,19.2,14,-7,22.5,33.5,15.2,96.7,93.3,71.2,127.1,90.19,88,100.0,62.93,89.26,Very Safe
797120,Nagaland,Kohima Valley,Commercial Hub,2021,12863,6,46.65,0,1,1,1,1,1,1,0,1,0,0,2,837,2,1119,4,7.0,12,0,0,1,0,1,0,0,8.5,1615.6,0.103,32.4,17.0,27,19,79.4,24.8,4.4,85.3,64.0,103.5,81.0,94.17,52,100.0,71.83,80.74,Very Safe
797120,Nagaland,Kohima Valley,Commercial Hub,2022,12989,5,38.49,0,0,3,0,2,0,0,1,1,0,2,3,2088,1,1069,3,6.6,18,0,0,0,0,0,0,0,25.7,2940.9,0.182,31.4,15.2,24,-13,70.8,46.3,5.1,89.8,91.5,141.5,82.9,95.19,58,95.0,84.95,82.96,Very Safe
797120,Nagaland,Kohima Valley,Commercial Hub,2023,13116,12,91.49,0,3,2,1,6,0,0,0,6,0,2,1,3265,2,586,1,6.3,13,0,0,4,0,9,0,0,9.7,3439.5,0.392,36.3,10.7,12,10,46.5,35.1,23.2,66.9,108.3,147.7,125.1,88.56,76,100.0,76.88,86.48,Very Safe
797120,Nagaland,Kohima Valley,Commercial Hub,2024,13242,12,90.62,0,1,2,4,4,1,0,0,1,0,2,1,3705,3,548,3,5.4,9,0,0,7,0,11,0,0,27.4,3127.4,0.125,31.6,11.6,18,-16,79.1,10.8,17.1,86.1,99.5,64.2,89.4,88.67,58,100.0,61.48,79.58,Safe
797121,Nagaland,Mon Old,Border Area,2019,1941,3,154.56,0,2,0,0,1,0,0,0,2,0,2,1,468,0,0,6,6.2,19,0,0,1,0,1,0,0,74.2,2171.2,0.275,36.2,11.5,31,7,14.6,3.8,5.6,61.5,56.5,32.9,57.7,80.68,58,100.0,27.53,73.39,Safe
797121,Nagaland,Mon Old,Border Area,2020,1960,2,102.04,0,0,1,0,1,0,0,2,2,0,6,2,288,1,29,5,7.0,14,0,0,0,0,0,0,0,60.0,3822.5,0.291,37.3,15.1,13,-15,29.3,17.4,7.0,95.5,46.8,62.6,37.0,87.24,52,95.0,43.69,74.25,Safe
797121,Nagaland,Mon Old,Border Area,2021,1980,4,202.02,0,0,0,0,2,2,0,0,2,0,8,3,464,1,188,3,4.4,12,0,0,0,0,0,0,0,51.8,2234.5,0.209,33.7,16.0,24,-1,23.3,8.6,5.1,83.5,54.4,63.9,55.3,74.75,58,95.0,39.3,71.24,Safe
797121,Nagaland,Mon Old,Border Area,2022,1999,4,200.1,0,0,1,0,1,2,0,0,1,0,3,3,274,0,0,0,0.0,18,0,0,0,0,0,0,0,58.8,3650.2,0.152,33.2,13.4,25,17,33.3,10.9,1.4,81.2,44.7,28.1,54.6,74.99,82,95.0,37.58,78.35,Safe
797121,Nagaland,Mon Old,Border Area,2023,2019,1,49.53,0,0,0,0,0,1,0,0,0,0,4,4,335,4,22,1,4.4,16,0,0,0,0,0,0,0,76.3,3438.4,0.353,34.5,16.5,12,-15,23.8,6.0,7.7,93.3,50.4,47.6,51.0,93.81,46,95.0,36.8,74.06,Safe
797121,Nagaland,Mon Old,Border Area,2024,2038,2,98.14,0,0,0,1,0,1,0,0,0,0,4,2,445,2,78,1,5.5,16,0,0,2,0,3,0,0,27.3,2191.4,0.346,33.3,15.4,23,-8,14.6,19.7,2.4,69.6,60.5,29.6,46.4,87.73,70,100.0,33.4,80.05,Very Safe
797128,Nagaland,Dimapur Hill,Urban,2019,21507,17,79.04,0,6,1,1,7,1,1,3,14,1,4,1,5099,4,2062,3,7.1,8,0,0,8,0,17,0,0,21.3,3898.2,0.106,35.3,8.9,18,-2,23.7,40.1,19.6,83.5,87.6,95.5,140.1,90.12,52,100.0,69.55,79.1,Safe
797128,Nagaland,Dimapur Hill,Urban,2020,21722,13,59.85,0,1,1,0,7,0,4,1,3,0,1,0,0,1,1211,4,5.5,10,0,0,8,0,19,0,0,14.0,1793.7,0.226,31.0,14.9,25,0,65.9,42.5,14.6,62.7,119.8,73.0,119.7,92.52,70,100.0,73.52,85.73,Very Safe
797128,Nagaland,Dimapur Hill,Urban,2021,21937,11,50.14,0,1,3,2,3,2,0,2,4,0,2,3,1287,0,0,1,3.8,14,0,0,8,0,9,0,0,24.2,2622.9,0.195,30.0,14.8,24,12,55.7,10.5,2.9,61.4,126.5,64.8,122.1,93.73,76,100.0,55.9,86.2,Very Safe
797128,Nagaland,Dimapur Hill,Urban,2022,22152,9,40.63,0,0,3,0,5,1,0,1,3,0,0,3,1705,2,354,2,5.2,14,0,0,8,0,14,0,0,23.9,2844.1,0.135,29.0,16.0,24,-16,43.3,22.5,11.8,65.1,85.6,113.4,97.1,94.92,58,100.0,61.38,81.76,Very Safe
797128,Nagaland,Dimapur Hill,Urban,2023,22368,4,17.88,0,1,1,0,2,0,0,2,4,0,3,3,2495,0,0,1,5.4,11,0,0,9,0,17,0,1,28.6,3682.2,0.347,37.9,14.4,25,-19,23.1,29.3,10.8,95.9,75.5,89.2,137.1,97.76,76,100.0,65.2,88.54,Very Safe
797128,Nagaland,Dimapur Hill,Urban,2024,22583,11,48.71,0,1,2,0,6,0,2,2,4,0,0,2,1745,1,1929,1,4.8,12,0,0,10,0,14,0,0,18.4,2124.2,0.363,36.9,10.1,19,12,35.5,44.0,2.6,82.9,103.9,121.6,103.7,93.91,76,100.0,73.06,87.98,Very Safe
797132,Nagaland,Dimapur New,Urban,2019,6736,7,103.92,0,2,0,0,1,4,0,1,5,0,3,0,0,4,470,1,5.0,12,0,0,5,0,8,0,0,10.8,1721.9,0.252,31.1,14.8,18,6,24.4,27.6,17.0,97.4,58.0,99.0,135.9,87.01,70,100.0,66.25,83.08,Very Safe
797132,Nagaland,Dimapur New,Urban,2020,6803,6,88.2,0,1,4,0,0,1,0,1,2,2,3,5,1595,2,163,2,7.1,10,0,0,5,0,7,0,0,12.5,2433.7,0.247,29.4,10.2,24,-19,28.9,34.7,19.2,70.9,104.7,72.8,129.4,88.98,46,100.0,62.14,76.16,Safe
797132,Nagaland,Dimapur New,Urban,2021,6870,3,43.67,0,0,0,0,1,0,2,0,0,1,2,1,1415,1,80,3,6.1,19,0,0,2,0,3,0,0,10.2,3308.2,0.254,36.7,14.4,26,-12,42.0,39.4,18.5,76.1,62.8,97.5,110.8,94.54,70,100.0,69.5,86.04,Very Safe
797132,Nagaland,Dimapur New,Urban,2022,6938,5,72.07,0,0,1,0,4,0,0,2,2,0,0,4,1577,2,529,1,6.3,6,0,0,3,0,4,0,0,29.3,826.5,0.367,31.3,19.4,29,19,72.1,5.2,16.5,73.8,126.2,108.0,117.3,90.99,58,100.0,65.56,80.8,Very Safe
797132,Nagaland,Dimapur New,Urban,2023,7005,0,0.0,0,0,0,0,0,0,0,0,1,0,3,3,1753,1,437,1,3.2,14,0,0,4,0,7,0,0,39.2,2407.1,0.103,31.9,12.5,12,16,36.2,15.0,19.6,70.4,66.0,96.1,78.6,100.0,70,100.0,51.78,86.18,Very Safe
797132,Nagaland,Dimapur New,Urban,2024,7072,3,42.42,0,0,3,0,0,0,0,0,1,0,0,3,1538,1,253,2,5.6,12,0,0,1,0,0,0,0,9.3,2066.6,0.336,32.6,13.9,20,14,60.0,18.3,8.3,92.8,51.9,96.5,115.3,94.7,64,100.0,68.49,84.19,Very Safe
797137,Nagaland,Wokha North,Urban,2019,9502,11,115.77,0,1,2,2,5,1,0,0,3,0,2,2,2688,3,422,1,6.4,11,0,0,1,0,2,0,0,34.2,3055.4,0.158,35.9,8.2,26,4,62.6,34.1,19.2,86.4,55.2,120.4,81.7,85.53,64,100.0,73.7,81.51,Very Safe
797137,Nagaland,Wokha North,Urban,2020,9597,4,41.68,0,0,0,1,1,1,1,0,0,1,3,3,887,1,851,3,3.6,8,0,0,2,0,3,0,0,9.1,2266.2,0.222,30.9,18.2,21,16,50.8,41.4,19.1,68.8,107.9,75.9,86.0,94.79,58,100.0,65.23,82.1,Very Safe
797137,Nagaland,Wokha North,Urban,2021,9692,7,72.22,0,0,1,1,3,2,0,2,5,0,0,7,1668,2,618,1,3.6,10,0,0,3,0,5,0,0,36.9,1056.3,0.38,34.5,8.6,24,-2,18.4,20.6,4.4,83.0,134.6,65.7,118.0,90.97,40,100.0,52.19,74.06,Safe
797137,Nagaland,Wokha North,Urban,2022,9787,9,91.96,0,2,2,0,4,1,0,1,4,0,2,5,1801,4,328,1,4.8,15,0,0,4,0,3,0,0,16.0,3514.9,0.287,37.9,12.1,23,17,25.6,17.5,13.4,66.6,63.1,93.2,112.6,88.51,40,100.0,53.76,73.35,Safe
797137,Nagaland,Wokha North,Urban,2023,9883,2,20.24,0,0,0,0,0,2,0,1,2,2,0,3,633,2,877,3,7.1,10,0,0,4,0,9,0,0,26.5,1991.3,0.229,33.2,16.2,22,18,61.5,30.2,18.9,67.8,113.0,114.9,79.8,97.47,52,100.0,68.03,81.52,Very Safe
797137,Nagaland,Wokha North,Urban,2024,9978,4,40.09,0,0,1,0,2,1,0,0,0,0,0,1,2683,0,0,4,5.4,4,0,0,4,0,8,0,0,34.3,1766.4,0.202,34.4,19.5,15,-2,46.0,34.3,3.3,77.8,120.8,92.3,100.1,94.99,70,100.0,66.44,85.89,Very Safe
797141,Nagaland,Tuensang Old,Hill Station,2019,4586,1,21.81,0,0,0,0,1,0,0,0,0,0,0,5,1343,5,345,3,4.3,10,2,0,0,0,0,0,0,46.1,3089.1,0.397,22.1,4.1,16,14,17.5,27.9,10.5,94.3,70.5,84.6,55.6,97.27,10,95.0,50.45,65.84,Safe
797141,Nagaland,Tuensang Old,Hill Station,2020,4632,4,86.36,0,0,1,0,2,0,1,0,1,1,0,1,510,3,259,3,6.8,15,2,0,2,0,2,0,0,30.4,4239.0,0.36,26.3,3.9,17,-17,48.0,12.1,11.2,86.4,85.7,84.0,71.2,89.21,46,100.0,53.41,75.36,Safe
797141,Nagaland,Tuensang Old,Hill Station,2021,4678,1,21.38,0,0,1,0,0,0,0,1,2,0,0,7,1383,3,336,3,5.6,10,3,0,2,0,2,0,0,29.0,3465.0,0.372,20.1,11.8,23,-10,38.0,27.7,13.3,69.6,52.5,57.5,71.3,97.33,4,100.0,51.08,65.37,Safe
797141,Nagaland,Tuensang Old,Hill Station,2022,4723,1,21.17,0,0,0,0,1,0,0,0,0,1,0,3,640,2,377,3,7.5,11,3,0,1,0,1,0,0,18.8,1735.7,0.398,25.3,3.6,23,0,29.4,8.5,2.5,96.8,37.3,79.9,52.9,97.35,34,100.0,44.84,73.76,Safe
797141,Nagaland,Tuensang Old,Hill Station,2023,4769,2,41.94,0,1,1,0,0,0,0,0,2,2,0,4,737,5,71,1,6.4,14,5,0,1,0,2,0,0,16.4,4117.3,0.396,21.5,8.6,19,-13,23.6,14.0,3.2,62.5,52.8,93.5,60.4,94.76,10,100.0,43.65,65.53,Safe
797141,Nagaland,Tuensang Old,Hill Station,2024,4815,0,0.0,0,0,0,0,0,0,0,1,1,0,0,2,1282,3,71,2,6.5,10,3,0,3,0,5,0,0,12.7,4673.8,0.318,23.6,11.7,29,-18,13.1,16.3,8.7,63.9,66.0,65.4,88.5,100.0,40,100.0,41.84,76.18,Safe
797142,Nagaland,Wokha South,Border Area,2019,2743,5,182.28,1,1,0,0,3,0,0,0,2,0,5,5,564,1,101,3,6.2,10,0,0,0,0,0,0,0,82.1,1221.4,0.277,36.4,15.6,26,10,9.3,11.4,6.8,93.5,51.5,36.7,37.4,77.21,46,95.0,31.49,67.72,Safe
797142,Nagaland,Wokha South,Border Area,2020,2771,4,144.35,0,1,1,0,1,0,1,0,2,0,6,6,688,2,189,0,0.0,8,0,0,0,0,0,0,0,29.0,884.1,0.234,32.7,13.8,19,-4,23.8,19.6,1.9,83.9,21.2,39.6,54.7,81.96,52,95.0,40.68,72.1,Safe
797142,Nagaland,Wokha South,Border Area,2021,2798,1,35.74,0,0,0,0,1,0,0,0,0,0,1,2,833,5,271,5,4.6,12,0,0,1,0,2,0,0,43.8,1094.2,0.27,35.8,14.4,20,-15,15.8,7.6,1.9,96.9,38.5,39.9,43.9,95.53,28,100.0,33.55,70.19,Safe
797142,Nagaland,Wokha South,Border Area,2022,2826,3,106.16,0,0,0,0,2,1,0,0,0,0,9,3,223,2,115,2,6.1,12,0,0,0,0,0,0,0,81.1,2986.4,0.248,35.3,9.2,21,-18,20.8,20.9,3.4,80.2,57.5,64.8,61.5,86.73,58,95.0,44.43,75.95,Safe
797142,Nagaland,Wokha South,Border Area,2023,2853,3,105.15,0,0,1,0,1,1,0,0,0,0,4,4,278,6,157,1,4.5,8,0,0,0,0,0,0,0,69.7,2239.0,0.291,28.2,16.0,24,0,11.3,16.1,9.0,82.6,24.3,56.3,58.5,86.86,34,95.0,38.36,68.19,Safe
797142,Nagaland,Wokha South,Border Area,2024,2880,5,173.61,0,0,1,1,1,2,0,0,0,0,5,3,805,0,0,2,5.6,10,0,0,0,0,0,0,0,81.0,2881.5,0.149,35.1,19.9,20,12,31.0,13.6,2.9,88.6,43.1,36.9,49.8,78.3,70,95.0,39.72,76.13,Safe
797145,Nagaland,Mokokchung East,Industrial Area,2019,10942,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,11,0,0,9,0,20,0,0,16.3,1191.5,0.205,29.6,13.6,23,2,56.9,19.1,18.1,69.2,112.5,88.7,103.4,100.0,100,100.0,61.77,96.18,Very Safe
797145,Nagaland,Mokokchung East,Industrial Area,2020,11051,2,18.1,0,0,0,0,2,0,0,0,1,0,1,1,1738,1,884,4,6.9,13,0,0,6,0,4,0,0,29.8,3296.6,0.252,36.7,18.8,26,15,21.4,9.1,10.1,94.5,112.4,109.8,116.6,97.74,64,100.0,55.84,83.99,Very Safe
797145,Nagaland,Mokokchung East,Industrial Area,2021,11160,8,71.68,1,0,4,1,2,0,0,0,1,0,2,1,611,1,595,0,0.0,14,0,0,3,0,5,0,0,44.1,2949.2,0.359,37.7,16.0,26,2,53.6,20.3,15.0,80.1,71.0,81.8,92.8,91.04,88,100.0,60.44,89.31,Very Safe
797145,Nagaland,Mokokchung East,Industrial Area,2022,11270,2,17.75,0,1,0,0,1,0,0,1,3,0,2,3,2772,3,737,5,4.5,12,0,0,5,0,7,0,0,27.3,1050.6,0.354,31.8,14.1,14,-4,43.1,16.5,11.2,80.3,113.3,115.1,84.9,97.78,34,100.0,59.45,75.37,Safe
797145,Nagaland,Mokokchung East,Industrial Area,2023,11379,9,79.09,0,2,1,0,3,1,2,0,5,0,0,0,0,0,0,1,7.3,14,0,0,2,0,2,0,0,17.5,2529.2,0.161,28.4,16.4,18,12,62.1,31.4,15.6,72.5,107.4,119.4,92.9,90.11,94,100.0,71.87,91.93,Very Safe
797145,Nagaland,Mokokchung East,Industrial Area,2024,11489,9,78.34,0,0,3,2,3,0,1,0,2,0,1,1,3078,0,0,0,0.0,19,0,0,6,0,12,0,0,30.0,1642.8,0.211,33.9,15.1,19,8,21.2,4.2,3.5,93.3,52.2,66.4,85.1,90.21,94,100.0,42.83,89.06,Very Safe
797146,Nagaland,Mokokchung Bazaar,Semi-Urban,2019,5349,1,18.7,0,0,0,0,1,0,0,0,1,0,0,1,1394,1,505,0,0.0,10,0,0,2,0,2,0,0,20.9,2678.1,0.146,32.3,11.5,13,-1,22.7,22.3,7.5,78.0,69.1,64.9,87.3,97.66,88,100.0,48.93,90.47,Very Safe
797146,Nagaland,Mokokchung Bazaar,Semi-Urban,2020,5402,1,18.51,0,0,0,0,0,1,0,0,0,0,2,1,544,1,168,3,7.1,16,0,0,1,0,1,0,0,44.7,1970.3,0.339,31.9,12.4,14,5,33.2,13.6,7.5,93.4,61.5,56.2,98.0,97.69,70,100.0,50.71,85.26,Very Safe
797146,Nagaland,Mokokchung Bazaar,Semi-Urban,2021,5456,1,18.33,0,0,0,0,1,0,0,0,0,0,0,4,440,2,92,4,4.0,20,0,0,0,0,0,0,0,41.3,1018.0,0.299,34.5,12.5,14,-8,17.3,26.8,14.5,80.5,41.2,68.2,70.6,97.71,40,95.0,47.76,74.72,Safe
797146,Nagaland,Mokokchung Bazaar,Semi-Urban,2022,5509,3,54.46,0,1,2,0,0,0,0,0,3,0,0,3,1052,3,95,1,7.3,9,0,0,1,0,0,0,0,45.7,2225.9,0.328,28.9,15.6,17,7,20.0,8.8,4.1,88.3,86.2,44.1,90.5,93.19,58,100.0,41.33,79.15,Safe
797146,Nagaland,Mokokchung Bazaar,Semi-Urban,2023,5563,4,71.9,0,0,0,0,2,1,1,0,0,0,0,3,1210,1,325,5,6.6,12,0,0,2,0,4,0,0,51.1,1991.6,0.137,29.7,17.4,28,-8,54.3,4.3,4.4,94.1,45.8,54.9,92.9,91.01,46,100.0,51.91,75.85,Safe
797146,Nagaland,Mokokchung Bazaar,Semi-Urban,2024,5616,3,53.42,0,0,1,1,1,0,0,1,2,0,3,3,1600,2,72,2,6.1,6,0,0,1,0,1,0,0,31.1,2812.6,0.123,30.5,14.5,20,18,24.5,12.4,1.9,92.6,69.9,47.6,55.9,93.32,58,100.0,40.35,79.1,Safe
797149,Nagaland,Tuensang Market,Rural,2019,4058,1,24.64,0,0,0,0,1,0,0,0,0,0,2,1,616,0,0,3,6.6,14,3,0,1,0,1,0,0,39.3,1513.0,0.388,33.4,8.8,14,-11,22.1,7.2,4.7,57.2,36.9,41.0,56.3,96.92,58,100.0,31.46,79.47,Safe
797149,Nagaland,Tuensang Market,Rural,2020,4098,1,24.4,0,0,0,0,1,0,0,0,0,0,2,1,373,1,350,2,5.3,14,2,0,0,0,0,0,0,47.6,3841.9,0.216,28.2,12.8,22,-19,12.5,6.0,8.8,61.8,20.0,53.1,49.6,96.95,64,95.0,29.65,79.85,Safe
797149,Nagaland,Tuensang Market,Rural,2021,4139,3,72.48,0,0,2,0,0,1,0,0,0,0,5,1,857,1,144,0,0.0,15,3,0,0,0,0,0,0,31.4,953.0,0.264,29.6,16.0,20,17,29.1,14.0,7.1,61.7,47.4,45.0,40.2,90.94,70,95.0,35.32,80.11,Very Safe
797149,Nagaland,Tuensang Market,Rural,2022,4180,1,23.92,0,0,0,1,0,0,0,0,0,0,3,4,234,1,216,4,4.6,6,2,0,2,0,2,0,0,87.6,2522.1,0.159,33.8,17.9,29,-2,29.5,10.9,4.3,84.4,48.7,25.0,35.6,97.01,34,100.0,33.79,72.53,Safe
797149,Nagaland,Tuensang Market,Rural,2023,4220,1,23.7,0,0,1,0,0,0,0,0,1,0,3,4,858,3,362,2,5.8,4,1,0,2,0,2,0,0,84.4,1294.2,0.339,36.7,19.7,23,-15,27.9,16.5,1.4,67.2,32.0,48.2,51.9,97.04,40,100.0,38.93,74.86,Safe
797149,Nagaland,Tuensang Market,Rural,2024,4261,0,0.0,0,0,0,0,0,0,0,0,0,0,2,6,962,4,334,2,5.9,16,3,0,0,0,0,0,0,53.0,966.8,0.103,28.1,14.7,17,-10,27.8,17.0,6.2,63.7,29.5,45.2,40.1,100.0,10,95.0,36.54,65.4,Safe
797150,Nagaland,Kohima Central,Semi-Urban,2019,4556,0,0.0,0,0,0,0,0,0,0,1,2,0,1,4,1032,2,280,3,5.7,12,0,0,1,0,2,0,0,9.7,2929.0,0.396,28.5,17.9,22,-8,22.4,8.4,8.6,92.3,90.9,54.1,74.7,100.0,46,100.0,41.56,77.96,Safe
797150,Nagaland,Kohima Central,Semi-Urban,2020,4601,5,108.67,0,0,3,0,1,0,1,0,1,0,2,1,809,1,137,2,7.3,6,0,0,1,0,0,0,0,11.0,2819.3,0.262,29.8,11.1,21,-19,36.4,17.6,8.6,95.8,82.6,70.4,100.1,86.42,76,100.0,55.98,83.64,Very Safe
797150,Nagaland,Kohima Central,Semi-Urban,2021,4647,3,64.56,0,0,1,0,0,1,1,0,0,0,3,3,1250,1,70,2,3.9,20,0,0,1,0,1,0,0,34.0,1351.8,0.349,30.7,15.5,15,-17,32.7,11.8,6.5,67.1,68.5,45.6,66.7,91.93,64,100.0,40.05,80.38,Very Safe
797150,Nagaland,Kohima Central,Semi-Urban,2022,4692,3,63.94,0,0,0,0,3,0,0,1,1,0,1,4,987,1,270,2,7.5,11,0,0,1,0,0,0,0,46.7,1202.4,0.105,37.3,12.4,16,-11,32.8,30.6,15.8,82.9,58.0,104.2,66.0,92.01,58,100.0,58.64,80.47,Very Safe
797150,Nagaland,Kohima Central,Semi-Urban,2023,4738,6,126.64,0,2,0,1,2,1,0,0,2,0,3,1,913,1,293,0,0.0,15,0,0,1,0,1,0,0,13.3,3750.0,0.188,31.3,17.0,17,-12,15.0,24.9,11.4,60.3,61.6,75.4,100.5,84.17,88,100.0,48.72,85.73,Very Safe
797150,Nagaland,Kohima Central,Semi-Urban,2024,4784,2,41.81,0,0,1,0,1,0,0,0,0,0,3,0,0,2,451,1,4.4,12,0,0,0,0,0,0,0,14.3,2611.1,0.309,28.6,15.4,18,18,50.2,29.2,8.0,93.5,60.5,79.6,67.4,94.77,82,95.0,61.21,87.64,Very Safe
797155,Nagaland,Mon North,Semi-Urban,2019,7182,1,13.92,0,0,0,0,0,1,0,0,2,0,1,3,1420,0,0,4,4.0,20,0,0,1,0,0,0,0,43.4,3503.4,0.229,30.4,13.9,15,0,54.6,18.4,10.7,76.6,45.8,98.7,82.6,98.26,58,100.0,60.34,82.83,Very Safe
797155,Nagaland,Mon North,Semi-Urban,2020,7254,4,55.14,0,1,0,0,0,2,1,0,1,0,2,0,0,1,606,3,4.4,8,0,0,0,0,0,0,0,29.5,2223.1,0.361,30.2,16.8,18,-19,47.9,28.4,9.1,88.2,81.2,81.5,91.7,93.11,76,95.0,63.17,85.45,Very Safe
797155,Nagaland,Mon North,Semi-Urban,2021,7326,0,0.0,0,0,0,0,0,0,0,0,0,0,2,10,986,3,364,3,6.7,9,0,0,2,0,4,0,0,30.8,3637.0,0.124,37.7,17.8,25,-4,19.9,27.9,10.3,60.5,56.2,81.8,96.0,100.0,4,100.0,51.7,66.37,Safe
797155,Nagaland,Mon North,Semi-Urban,2022,7398,7,94.62,0,0,1,0,5,1,0,1,1,0,0,1,1903,0,0,2,7.2,11,0,0,3,0,7,0,0,20.8,2232.7,0.129,30.2,15.4,15,-15,21.6,15.4,16.2,92.6,91.8,77.9,102.2,88.17,82,100.0,51.73,85.63,Very Safe
797155,Nagaland,Mon North,Semi-Urban,2023,7470,3,40.16,0,0,0,0,3,0,0,0,0,0,2,3,605,1,629,1,5.7,11,0,0,3,0,4,0,0,36.7,1541.8,0.109,34.5,10.8,19,-4,29.9,5.3,7.4,91.9,43.0,96.7,86.9,94.98,70,100.0,50.13,84.26,Very Safe
797155,Nagaland,Mon North,Semi-Urban,2024,7541,8,106.09,0,1,1,1,3,2,0,1,4,0,1,2,1135,1,221,1,3.3,12,0,0,2,0,4,0,0,13.6,3305.2,0.22,34.3,9.8,16,17,37.3,15.5,10.7,86.6,55.4,49.3,86.4,86.74,76,100.0,49.04,83.06,Very Safe
797167,Nagaland,Tuensang Old,Semi-Urban,2019,2490,2,80.32,0,1,1,0,0,0,0,1,2,0,2,5,319,1,228,3,4.3,12,0,0,2,0,2,0,0,43.7,2043.4,0.121,30.4,14.3,13,1,45.7,17.1,10.4,95.9,49.2,99.6,103.3,89.96,46,100.0,63.09,76.6,Safe
797167,Nagaland,Tuensang Old,Semi-Urban,2020,2515,3,119.28,0,0,1,0,1,1,0,1,1,0,1,0,0,1,58,1,3.8,16,0,0,0,0,0,0,0,12.5,1167.4,0.266,36.0,16.5,18,-13,42.3,30.4,5.6,91.8,65.1,83.2,90.4,85.09,88,95.0,63.03,86.23,Very Safe
797167,Nagaland,Tuensang Old,Semi-Urban,2021,2540,0,0.0,0,0,0,0,0,0,0,0,0,0,1,6,290,4,188,3,4.1,11,0,0,1,0,1,0,0,20.5,1073.6,0.122,35.5,9.8,14,-14,53.0,28.7,3.4,95.7,43.6,92.6,65.8,100.0,22,100.0,63.73,72.97,Safe
797167,Nagaland,Tuensang Old,Semi-Urban,2022,2565,2,77.97,0,0,2,0,0,0,0,1,1,0,1,3,331,5,249,3,6.7,13,0,0,2,0,2,0,0,31.6,2076.4,0.105,33.5,19.9,21,10,20.4,10.3,3.6,73.6,67.9,84.1,64.9,90.25,34,100.0,42.05,70.99,Safe
797167,Nagaland,Tuensang Old,Semi-Urban,2023,2590,4,154.44,0,1,0,0,2,1,0,0,2,0,1,4,280,0,0,3,4.1,10,0,0,1,0,0,0,0,14.5,2958.8,0.299,34.0,16.7,23,5,32.8,6.3,14.3,95.0,77.8,58.9,101.1,80.69,58,100.0,48.49,75.49,Safe
797167,Nagaland,Tuensang Old,Semi-Urban,2024,2614,2,76.51,0,0,0,0,2,0,0,2,2,0,1,5,647,1,149,3,4.3,15,0,0,0,0,0,0,0,13.3,3265.8,0.39,37.3,16.1,19,3,45.9,10.5,2.6,70.5,68.0,103.3,100.9,90.44,46,95.0,56.85,74.89,Safe
797179,Nagaland,Dimapur West,Industrial Area,2019,22182,21,94.67,0,3,5,0,8,5,0,3,6,0,1,4,5641,2,2103,4,5.4,15,0,0,7,0,10,0,0,35.7,2262.1,0.383,36.1,13.2,15,0,64.2,34.5,11.5,62.6,64.8,85.1,113.8,88.17,40,100.0,70.49,74.91,Safe
